country,source_url,page_title,purpose,topic,visa_type,entry_type,title,summary,eligibility,required_documents,min_income_threshold,min_education_level,min_age,max_age,required_language_test,min_language_score,points_required,mandatory_prerequisites,total_estimated_cost,cost_currency,processing_time_days_min,processing_time_days_max,pr_pathway_available,pr_pathway_years,last_verified_date,application_process,processing_time,application_fee,validity,official_links,important_notes,extra_information
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/student-500,Student Visa (Subclass 500) | Department of Home Affairs,study,Higher Education and Vocational Student Immigration,Student Visa (Subclass 500),detailed,Australia Student Visa (Subclass 500),"The Student Visa (Subclass 500) allows international students to undertake full-time study at a registered Australian education provider (CRICOS). Applicants must meet the Genuine Student requirement, hold Overseas Student Health Cover, and demonstrate financial capacity for tuition and living costs.","[""Confirmation of Enrolment (CoE) from a CRICOS-registered institution"", ""Meets the Genuine Student (GS) requirement"", ""Overseas Student Health Cover (OSHC) for the visa duration"", ""Sufficient funds for tuition, travel, and living costs"", ""English language proficiency as required by the institution""]","[""Valid passport"", ""Confirmation of Enrolment (CoE)"", ""Genuine Student statement"", ""Overseas Student Health Cover policy"", ""Evidence of financial capacity (bank statements, loan, scholarship)"", ""English test results (IELTS, TOEFL, PTE, etc.)"", ""Academic transcripts""]","{""threshold_type"": ""fixed_numeric"", ""value"": 29710.0, ""unit"": ""AUD_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum living cost requirement for financial capacity assessment (2024 figures), plus tuition and travel costs""}",none,,,IELTS,5.5,,"[""confirmation_of_enrolment"", ""oshc_policy""]",710,AUD,21,90,TRUE,2,15/01/2025,"[""Receive offer and pay deposit to obtain Confirmation of Enrolment"", ""Purchase Overseas Student Health Cover"", ""Complete Genuine Student statement"", ""Submit Subclass 500 application via ImmiAccount"", ""Provide biometrics and health examination if required"", ""Await visa grant before travel""]",3-12 weeks depending on provider risk level and applicant's country,AUD 710,Duration of course plus a short buffer period (typically course length plus 1-2 months),"[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/student-500""]","[""Can work up to 48 hours per fortnight while course is in session, unlimited during scheduled breaks"", ""Post-study work rights available via the Temporary Graduate visa (subclass 485) after completion""]",{}
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/skilled-independent-189,Skilled Independent Visa (Subclass 189) | Department of Home Affairs,permanent_residency,Points-Tested Skilled Migration,Skilled Independent Visa (Subclass 189),detailed,Australia Skilled Independent Visa (Subclass 189),"The Skilled Independent Visa is a points-tested permanent visa for skilled workers not sponsored by an employer, state, or family member. Applicants must submit an Expression of Interest (EOI) via SkillSelect, receive an invitation, and score at least the minimum points threshold, currently 65.","[""Occupation on the relevant Skilled Occupation List"", ""Positive skills assessment from the relevant assessing authority"", ""Competent English or higher (minimum for points eligibility)"", ""Age under 45 at time of invitation"", ""Minimum of 65 points on the points test"", ""Invitation to apply received via SkillSelect""]","[""Valid passport"", ""Positive skills assessment result"", ""English test results"", ""Expression of Interest (EOI) and invitation to apply"", ""Evidence of work experience"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""points_based"", ""value"": null, ""unit"": null, ""points_required"": 65, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum 65 points required on the points test; higher scores improve invitation chances given competitive rounds""}",bachelor,18,44,IELTS,6,65,"[""skills_assessment"", ""eoi_invitation""]",4770,AUD,240,540,TRUE,0,15/01/2025,"[""Obtain positive skills assessment for a nominated occupation"", ""Submit Expression of Interest via SkillSelect"", ""Receive invitation to apply (points-based ranking)"", ""Lodge Subclass 189 visa application within 60 days of invitation"", ""Undergo health and character checks"", ""Receive visa grant as a permanent resident""]",8-18 months depending on occupation ceiling and processing priorities,"AUD 4,770 (primary applicant, 2024 base rate)","Permanent visa; unlimited stay, travel rights for 5 years from grant, renewable via Resident Return Visa thereafter","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/skilled-independent-189""]","[""Occupation ceilings and pro-rata arrangements affect invitation rounds for popular occupations"", ""No state or territory nomination and no employer sponsorship required"", ""Points test considers age, English, work experience, education, and other factors""]","{""points_test_max"": 130}"
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/skilled-nominated-190,Skilled Nominated Visa (Subclass 190) | Department of Home Affairs,permanent_residency,State-Nominated Skilled Migration,Skilled Nominated Visa (Subclass 190),detailed,Australia Skilled Nominated Visa (Subclass 190),"The Skilled Nominated Visa is a points-tested permanent visa requiring nomination by an Australian state or territory government, which adds 5 points to the applicant's points test score. Applicants commit to living in the nominating state for a period, typically at least 2 years.","[""Occupation on the relevant state/territory skilled occupation list"", ""Positive skills assessment from the relevant assessing authority"", ""Nomination from an Australian state or territory government"", ""Minimum 65 points on the points test including the 5 nomination points"", ""Commitment to live in the nominating state for a specified period""]","[""Valid passport"", ""Positive skills assessment result"", ""English test results"", ""State/territory nomination approval"", ""Expression of Interest (EOI) and invitation to apply"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""points_based"", ""value"": null, ""unit"": null, ""points_required"": 65, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum 65 points including 5 points automatically awarded for state/territory nomination""}",bachelor,18,44,IELTS,6,65,"[""skills_assessment"", ""state_nomination""]",4770,AUD,210,480,TRUE,0,15/01/2025,"[""Obtain positive skills assessment for a nominated occupation"", ""Submit Expression of Interest via SkillSelect nominating a specific state/territory"", ""Apply for and receive state/territory nomination"", ""Receive invitation to apply after nomination approval"", ""Lodge Subclass 190 visa application within 60 days"", ""Undergo health and character checks and receive grant""]",7-16 months including state nomination assessment time,"AUD 4,770 (primary applicant, 2024 base rate)","Permanent visa; unlimited stay, travel rights for 5 years from grant, renewable via Resident Return Visa thereafter","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/skilled-nominated-190""]","[""Each state/territory sets its own additional criteria and occupation lists"", ""Nominated applicants generally must live in the nominating state for at least 2 years"", ""State nomination adds 5 points to the applicant's points test total""]",{}
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/employer-nomination-scheme-186,Employer Nomination Scheme Visa (Subclass 186) | Department of Home Affairs,work,Employer-Sponsored Permanent Skilled Migration,Employer Nomination Scheme Visa (Subclass 186),detailed,Australia Employer Nomination Scheme Visa (Subclass 186),"The Employer Nomination Scheme Visa is a permanent visa for skilled workers nominated by an approved Australian employer. It has three streams: Direct Entry, Temporary Residence Transition, and Labour Agreement, each with distinct eligibility pathways.","[""Nomination by an approved Australian employer for an eligible occupation"", ""Positive skills assessment (Direct Entry stream) or 3 years on a relevant temporary work visa (Temporary Residence Transition stream)"", ""Competent English (or exemptions for certain streams)"", ""Under 45 years of age at time of application (with some exemptions)"", ""Relevant qualifications and experience for the nominated occupation""]","[""Valid passport"", ""Employer nomination approval"", ""Positive skills assessment (Direct Entry stream)"", ""English test results (or exemption evidence)"", ""Employment contract"", ""Evidence of relevant work experience"", ""Police clearance certificates""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Salary must meet the Temporary Skilled Migration Income Threshold and market salary rate for the position""}",bachelor,,44,IELTS,6,,"[""employer_nomination"", ""skills_assessment_or_transition_eligibility""]",4770,AUD,180,480,TRUE,0,15/01/2025,"[""Employer lodges nomination for an eligible occupation"", ""Applicant lodges visa application under the relevant stream"", ""Provide skills assessment or transition evidence as applicable"", ""Undergo health and character checks"", ""Receive visa grant as a permanent resident""]",6-16 months depending on stream and occupation,"AUD 4,770 (primary applicant, 2024 base rate)","Permanent visa; unlimited stay, travel rights for 5 years from grant, renewable via Resident Return Visa thereafter","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/employer-nomination-scheme-186""]","[""Temporary Residence Transition stream generally requires 3 years on a Subclass 482 or 457 visa with the same employer"", ""Direct Entry stream requires a full skills assessment"", ""Labour Agreement stream requires an existing labour agreement between the employer and the government""]","{""streams"": [""Direct Entry"", ""Temporary Residence Transition"", ""Labour Agreement""]}"
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/temporary-skill-shortage-482,Temporary Skill Shortage Visa (Subclass 482) | Department of Home Affairs,work,Employer-Sponsored Temporary Skilled Migration,Temporary Skill Shortage Visa (Subclass 482),detailed,Australia Temporary Skill Shortage Visa (Subclass 482),"The Temporary Skill Shortage Visa allows Australian employers to sponsor skilled workers for occupations on the relevant skills list when a suitably qualified Australian worker cannot be found. It has Short-Term, Medium-Term, and Labour Agreement streams with differing visa lengths and pathways to permanent residence.","[""Sponsorship by an approved Australian business"", ""Nomination for an occupation on the relevant skilled occupation list"", ""At least 2 years of relevant work experience"", ""Meets the Core Skills Income Threshold (or applicable exemption)"", ""Competent English proficiency (or exemption based on passport/qualifications)""]","[""Valid passport"", ""Approved sponsorship and nomination documents"", ""Employment contract"", ""Evidence of relevant work experience (2+ years)"", ""English test results (if required)"", ""Skills assessment (for certain occupations)"", ""Health examination results""]","{""threshold_type"": ""fixed_numeric"", ""value"": 73150.0, ""unit"": ""AUD_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Core Skills Income Threshold (CSIT), 2024 figures; salary must also meet market rate""}",bachelor,,,IELTS,5,,"[""employer_sponsorship"", ""occupation_nomination""]",1595,AUD,60,150,TRUE,3,15/01/2025,"[""Employer obtains standard business sponsorship approval"", ""Employer lodges nomination for the position"", ""Applicant lodges Subclass 482 visa application"", ""Provide evidence of experience, English proficiency, and health/character checks"", ""Receive visa grant and commence employment with sponsoring employer""]",2-5 months depending on stream and occupation,"AUD 1,595 (Short-Term stream, primary applicant, 2024 base rate)",Up to 2 years (Short-Term stream) or up to 4 years (Medium-Term stream),"[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/temporary-skill-shortage-482""]","[""Medium-Term stream occupations can lead to permanent residence via Subclass 186 Temporary Residence Transition stream"", ""Short-Term stream generally limited to one onshore renewal"", ""Visa is tied to the sponsoring employer unless a new sponsor is found""]","{""streams"": [""Short-Term"", ""Medium-Term"", ""Labour Agreement""]}"
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/partner-onshore/partner-temporary-provisional-visa-820,Partner Visa (Subclass 820/801) | Department of Home Affairs,family_reunion,Partner and Spousal Immigration,Partner Visa (Subclass 820/801),detailed,Australia Partner Visa (Subclass 820 Temporary and 801 Permanent),"The Partner Visa allows the spouse or de facto partner of an Australian citizen, permanent resident, or eligible New Zealand citizen to live in Australia. Applicants lodge combined applications for a temporary Subclass 820 visa followed by a permanent Subclass 801 visa, generally assessed after a 2-year relationship period.","[""Married to or in a de facto relationship with an eligible Australian sponsor"", ""Genuine and continuing relationship (de facto relationship generally at least 12 months, with exceptions)"", ""Sponsor is an Australian citizen, permanent resident, or eligible New Zealand citizen"", ""Meets health and character requirements""]","[""Valid passport"", ""Evidence of relationship (joint finances, cohabitation, social recognition)"", ""Sponsor's proof of citizenship or residency status"", ""Statutory declarations from the couple and third parties"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""No fixed income requirement, but sponsor must meet character requirements and, in some cases, an Assurance of Support may apply""}",,18,,,,,"[""proof_of_relationship"", ""eligible_sponsor""]",9095,AUD,365,730,TRUE,2,15/01/2025,"[""Sponsor lodges sponsorship application"", ""Applicant lodges combined Subclass 820/801 application with relationship evidence"", ""Attend interview if requested by case officer"", ""Receive temporary Subclass 820 visa grant"", ""After the eligible period (generally 2 years), permanent Subclass 801 visa is assessed and granted""]",12-24 months for the temporary stage; permanent stage assessed near the 2-year relationship mark,"AUD 9,095 (2024 base rate, combined application)",Subclass 820 valid until permanent decision; Subclass 801 is a permanent visa,"[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/partner-onshore/partner-temporary-provisional-visa-820""]","[""One of the highest visa application charges among Australian visa categories"", ""Relationship must be genuine, ongoing, and well-documented with substantial evidence"", ""Prospective Marriage Visa (Subclass 300) is a separate pathway for engaged couples not yet married""]",{}
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/global-talent-858,Global Talent Visa (Subclass 858) | Department of Home Affairs,work,Distinguished Talent Permanent Migration,Global Talent Visa (Subclass 858),detailed,Australia Global Talent Visa (Subclass 858),"The Global Talent Visa is a permanent visa for internationally recognized individuals with exceptional and outstanding achievements in a target sector, such as technology, health, or advanced manufacturing. Applicants must demonstrate a high income or equivalent recognition and be nominated within an eligible target sector.","[""Internationally recognized record of exceptional and outstanding achievement in an eligible target sector"", ""Prominent in the field with ongoing ability to contribute to the Australian economy or community"", ""Ability to attract a salary at or above the Fair Work high income threshold, or equivalent evidence of prominence"", ""Nomination by an eligible Australian individual, organization, or the applicant's own nomination in some cases""]","[""Valid passport"", ""Evidence of international recognition (awards, publications, media coverage, patents)"", ""Nomination from an eligible nominator"", ""Evidence of salary or earning capacity"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""fixed_numeric"", ""value"": 175000.0, ""unit"": ""AUD_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate Fair Work high income threshold used as one form of evidence of prominence (2024 figures)""}",,,,,,,"[""nomination"", ""evidence_of_exceptional_achievement""]",4770,AUD,30,180,TRUE,0,15/01/2025,"[""Confirm eligibility under an approved target sector"", ""Obtain nomination from an eligible individual or organization"", ""Submit expression of interest via the Global Talent program portal"", ""Lodge Subclass 858 visa application with supporting evidence"", ""Undergo health and character checks and receive permanent visa grant""]","1-6 months, among the fastest permanent skilled pathways","AUD 4,770 (primary applicant, 2024 base rate)","Permanent visa; unlimited stay, travel rights for 5 years from grant, renewable via Resident Return Visa thereafter","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/global-talent-858""]","[""Targets sectors such as AgTech, Space, FinTech, Health, Energy, and Advanced Manufacturing"", ""Among the fastest processing permanent visas due to the program's priority handling"", ""Family members can be included in the same application""]",{}
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/business-innovation-and-investment-provisional-188,Business Innovation and Investment Visa (Subclass 188) | Department of Home Affairs,business,Business and Investor Immigration,Business Innovation and Investment Visa (Subclass 188),detailed,Australia Business Innovation and Investment (Provisional) Visa (Subclass 188),"The Business Innovation and Investment Visa is a provisional visa for business owners, investors, and entrepreneurs who wish to establish, develop, or manage a business, or make a designated investment in Australia. It has several streams including Business Innovation, Investor, and Entrepreneur, each with distinct financial thresholds.","[""Nomination by a state or territory government"", ""Score at least 65 points on the Business Innovation and Investment points test (relevant streams)"", ""Business turnover, net assets, or investment funds meeting stream-specific thresholds"", ""Under 55 years of age (state/territory may waive for exceptional economic benefit)""]","[""Valid passport"", ""State/territory nomination approval"", ""Evidence of business ownership, turnover, or net assets"", ""Evidence of investment funds (Investor stream)"", ""Business plan (Entrepreneur stream)"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""fixed_numeric"", ""value"": 1500000.0, ""unit"": ""AUD_designated_investment"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum designated investment for the Investor stream (2024 figures); other streams use net asset/turnover thresholds instead""}",,,54,,,65,"[""state_nomination"", ""business_or_investment_evidence""]",9345,AUD,180,540,TRUE,4,15/01/2025,"[""Submit Expression of Interest via SkillSelect nominating a state/territory and stream"", ""Receive state/territory nomination invitation"", ""Lodge Subclass 188 visa application within the invitation period"", ""Provide evidence of business/investment credentials"", ""Undergo health and character checks and receive provisional visa grant""]",6-18 months depending on stream and state processing,"AUD 9,345 (primary applicant, 2024 base rate, varies by stream)","Provisional visa valid up to 5 years, leading to permanent Subclass 888 visa upon meeting stream requirements","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/business-innovation-and-investment-provisional-188""]","[""Requires ongoing state or territory nomination and compliance with business/investment activity conditions"", ""Streams include Business Innovation, Investor, Significant Investor, Premium Investor, and Entrepreneur"", ""Leads to permanent residence via Subclass 888 after fulfilling stream-specific conditions""]","{""streams"": [""Business Innovation"", ""Investor"", ""Significant Investor"", ""Entrepreneur""]}"
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/contributory-parent-143,Contributory Parent Visa (Subclass 143) | Department of Home Affairs,family_reunion,Parent Family Reunification,Contributory Parent Visa (Subclass 143),detailed,Australia Contributory Parent Visa (Subclass 143),"The Contributory Parent Visa is a permanent visa for parents of Australian citizens, permanent residents, or eligible New Zealand citizens who meet the Balance of Family test. It carries a significantly higher application charge than the non-contributory Parent Visa but offers substantially faster processing.","[""Sponsored by a child who is an Australian citizen, permanent resident, or eligible New Zealand citizen"", ""Meets the Balance of Family test (at least half of children live in Australia, or more children in Australia than in any other single country)"", ""Meets health and character requirements"", ""Assurance of Support arranged for the applicant""]","[""Valid passport"", ""Sponsorship approval from an eligible child"", ""Evidence meeting the Balance of Family test"", ""Assurance of Support bond"", ""Police clearance certificates"", ""Health examination results""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""No fixed applicant income requirement, but an Assurance of Support financial bond from the sponsor is required""}",,,,,,,"[""child_sponsorship"", ""balance_of_family_test"", ""assurance_of_support""]",47755,AUD,1460,2555,TRUE,0,15/01/2025,"[""Child sponsor lodges sponsorship application"", ""Applicant lodges Subclass 143 application with Balance of Family evidence"", ""Arrange Assurance of Support bond"", ""Undergo health and character checks"", ""Await visa grant, typically after several years due to the parent visa queue""]",4-7 years due to capped annual places for the Contributory Parent category,"AUD 47,755 (approximate total including second instalment, primary applicant, 2024 base rate)","Permanent visa; unlimited stay, travel rights for 5 years from grant, renewable via Resident Return Visa thereafter","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/contributory-parent-143""]","[""Significantly more expensive but faster than the non-contributory Subclass 103 Parent Visa, which can take over 30 years"", ""Capped annual visa places create a substantial queue even for the contributory pathway"", ""Temporary Sponsored Parent Visa (Subclass 870) offers a non-permanent alternative""]",{}
Australia,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/temporary-graduate-485,Temporary Graduate Visa (Subclass 485) | Department of Home Affairs,work,Post-Study Work Rights for International Graduates,Temporary Graduate Visa (Subclass 485),detailed,Australia Temporary Graduate Visa (Subclass 485),"The Temporary Graduate Visa allows recent international graduates of an Australian institution to live and work in Australia temporarily after completing their studies, via the Post-Study Work stream or the Graduate Work stream. It serves as a common pathway toward skilled migration.","[""Recent graduate of an eligible qualification from an Australian educational institution"", ""Application lodged within 6 months of course completion"", ""Held a student visa during the qualifying course"", ""Competent English proficiency"", ""Under 50 years of age at time of application""]","[""Valid passport"", ""Evidence of completed qualification (degree certificate, transcript)"", ""Confirmation of Enrolment history"", ""English test results"", ""Overseas Student Health Cover or Overseas Visitor Health Cover"", ""Skills assessment (Graduate Work stream only, for certain occupations)""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": null}",bachelor,,49,IELTS,6,,"[""completed_australian_qualification""]",2055,AUD,60,180,TRUE,2,15/01/2025,"[""Complete an eligible qualification at an Australian institution"", ""Confirm English proficiency meets the threshold"", ""Lodge Subclass 485 application within 6 months of course completion"", ""Provide health cover and, where applicable, skills assessment"", ""Receive visa grant permitting temporary work rights""]",2-6 months,"AUD 2,055 (2024 base rate)","18 months to 4 years depending on stream and qualification level (e.g., longer for regional study or higher degrees)","[""https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/temporary-graduate-485""]","[""Post-Study Work stream length varies by qualification level and, in some cases, regional study location"", ""Commonly used as a bridge toward Skilled Independent or employer-sponsored permanent visas"", ""Graduate Work stream requires a skills assessment linked to a relevant occupation list""]","{""streams"": [""Post-Study Work"", ""Graduate Work""]}"
France,https://pk.ambafrance.org/-Visas-,Short-Stay Schengen Visa | Consulate of France in Pakistan,tourist,Short-Stay Tourism and Business,Schengen Visa (Short-Stay Visa),detailed,France Schengen Short-Stay Visa,"The Schengen Short-Stay Visa (Visa de court séjour) allows travel to France and the Schengen Area for tourism, business, or family visits of up to 90 days within a 180-day period. Applicants must show travel insurance, proof of accommodation, and sufficient funds.","[""Valid passport issued within the last 10 years with at least 3 months validity beyond intended departure"", ""Proof of travel medical insurance covering at least EUR 30,000"", ""Proof of accommodation and travel itinerary"", ""Sufficient financial means for the stay""]","[""Passport"", ""France-Visas online application form"", ""Biometric photo"", ""Travel medical insurance certificate"", ""Proof of accommodation (hotel booking or host invitation)"", ""Round-trip flight reservation"", ""Bank statements (last 3 months)"", ""Proof of employment or business registration""]","{""threshold_type"": ""fixed_numeric"", ""value"": 65.0, ""unit"": ""EUR_per_day"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate recommended daily funds; varies if accommodation is prepaid""}",,,,,,,[],90,EUR,10,15,FALSE,,15/01/2025,"[""Create account on France-Visas website and complete online application"", ""Book appointment at VFS Global or consulate visa center"", ""Gather required documents"", ""Attend appointment for biometrics and document submission"", ""Pay visa fee"", ""Await processing decision""]","10-15 calendar days, up to 30 in exceptional cases","EUR 90 (EUR 40 for children 6-11, free under 6)",Up to 90 days within a 180-day period,"[""https://france-visas.gouv.fr/en/web/france-visas/short-stay"", ""https://pk.ambafrance.org/-Visas-""]","[""Apply no earlier than 6 months and no later than 15 days before travel"", ""Multiple-entry visas may be issued for frequent travelers with good travel history"", ""Does not permit employment in France""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/airport-transit-visa,Airport Transit Visa (ATV) | France-Visas,tourist,Airport Transit,Airport Transit Visa,overview,France Airport Transit Visa (ATV),The Airport Transit Visa permits nationals of certain countries to pass through the international zone of a French airport during a stopover without entering French territory. It is required only for onward international transit and does not grant entry into France or the Schengen Area.,"[""Nationality subject to the airport transit visa requirement"", ""Confirmed onward connecting international flight"", ""Valid visa or entry permit for the final destination if required""]","[""Passport"", ""France-Visas application form"", ""Biometric photo"", ""Confirmed onward flight ticket"", ""Visa for destination country (if applicable)""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": null}",,,,,,,[],90,EUR,5,10,FALSE,,15/01/2025,"[""Check if nationality requires an airport transit visa"", ""Book appointment at nearest French consulate or visa center"", ""Submit application with onward flight ticket"", ""Attend interview if required"", ""Receive decision""]",5-10 calendar days,EUR 90,"Valid for date(s) of transit only, single or double transit","[""https://france-visas.gouv.fr/en/web/france-visas/airport-transit-visa""]","[""Only required for nationals on the EU airport transit visa list"", ""Does not allow entry into French territory beyond the international transit zone""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/talent-passport,Talent Passport (Passeport Talent) | France-Visas,work,Skilled and Highly Qualified Worker Immigration,Talent Passport (Passeport Talent),detailed,France Talent Passport for Skilled Professionals and Entrepreneurs,"The Talent Passport is a multi-year residence permit for highly qualified employees, researchers, investors, entrepreneurs, and artists contributing to France's economic and cultural development. It covers several sub-categories, each with its own eligibility criteria, and grants a renewable residence card valid up to 4 years.","[""Job offer with salary at least 1.8 times the annual French minimum wage (SMIC) for the qualified employee category"", ""Recognized qualification equivalent to at least a master's degree (for the qualified employee category)"", ""Alternatively qualifies under investor, researcher, innovative entrepreneur, or artist sub-categories"", ""No prior irregular stay in France""]","[""Valid passport"", ""Employment contract or binding job offer"", ""Diploma or degree certificate and equivalence assessment"", ""Proof of salary meeting the 1.8x SMIC threshold"", ""Long-stay visa application form (VLS-TS)"", ""Biometric photo"", ""Proof of accommodation in France""]","{""threshold_type"": ""fixed_numeric"", ""value"": 43535.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""1.8 times the gross annual SMIC (2024 estimate) for the qualified employee sub-category""}",master,,,,,,"[""job_offer_letter"", ""degree_equivalence""]",225,EUR,30,90,TRUE,5,15/01/2025,"[""Secure a qualifying job offer or confirm eligibility under another Talent Passport sub-category"", ""Apply for long-stay visa (VLS-TS) at French consulate abroad"", ""Validate the visa online after arrival in France (OFII validation)"", ""Apply for Talent Passport residence card renewal before expiry at local prefecture""]","3-12 weeks for the visa, plus OFII validation after arrival",EUR 99 (long-stay visa) + EUR 225 (residence permit tax stamp),"Up to 4 years, renewable","[""https://france-visas.gouv.fr/en/web/france-visas/talent-passport"", ""https://www.immigration.interieur.gouv.fr/""]","[""Covers multiple sub-categories: qualified employee, researcher, investor, innovative entrepreneur, artist, and intra-company transferee"", ""Family members receive an accompanying Talent Passport family residence permit"", ""Faster processing available in some prefectures via the 'Welcome to France' label""]","{""subcategories"": [""Qualified Employee"", ""Researcher"", ""Innovative Entrepreneur"", ""Investor"", ""Artist"", ""Intra-Company Transferee""]}"
France,https://www.campusfrance.org/en/apply-for-a-student-visa,Long-Stay Student Visa (VLS-TS) | Campus France,study,Higher Education Immigration,Long-Stay Student Visa (VLS-TS Étudiant),detailed,France Long-Stay Student Visa (VLS-TS Étudiant),"The VLS-TS Étudiant is a long-stay visa acting as a residence permit for students enrolled in a full-time program at a French higher education institution. Applicants must show admission, proof of financial resources, and complete the Campus France procedure where applicable.","[""Admission letter from a recognized French higher education institution"", ""Completion of Campus France procedure (for applicants from listed countries)"", ""Proof of financial resources of at least EUR 615/month"", ""Health insurance coverage""]","[""Passport"", ""Admission letter (attestation d'inscription)"", ""Campus France procedure validation (if applicable)"", ""Proof of financial resources (bank statements, scholarship letter, or sponsor's affidavit)"", ""Proof of accommodation in France"", ""Biometric photo"", ""Academic transcripts""]","{""threshold_type"": ""fixed_numeric"", ""value"": 7380.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum EUR 615/month resources required (2024 CROUS reference), higher for some regions""}",bachelor,,,TCF,B2,,"[""admission_letter"", ""campus_france_validation""]",99,EUR,15,60,TRUE,2,15/01/2025,"[""Complete Campus France procedure (if applicable to home country)"", ""Obtain admission to a French institution"", ""Apply for VLS-TS visa via France-Visas platform"", ""Attend consulate appointment for biometrics"", ""Validate visa online (OFII) within 3 months of arrival in France""]",2-8 weeks,"EUR 99 (visa) + EUR 50 (Campus France fee, where applicable)","1 year, renewable for duration of studies via online prefecture procedure","[""https://www.campusfrance.org/en/apply-for-a-student-visa"", ""https://france-visas.gouv.fr/en/web/france-visas/student""]","[""Can work up to 964 hours per year (approx. 60% of full-time)"", ""VLS-TS acts as residence permit for the first year; must validate online with OFII after arrival""]",{}
